标题,正文,链接,阅读量,时间
立即停止食用不要购买,海关总署网站2月24日发布《关于美国召回一款婴儿配方奶粉的消费提示》，具体内容如下。 2023年2月20日，美国食药局（FDA）发布预警召回通知，美国利洁时（Reckitt）公司召回疑受克罗诺和阪崎肠杆菌交叉污染的美赞臣婴儿配方奶粉，产品名称为EnfamilProsobee Simply Plant-based Infant Formula（规格：12.9盎司）。涉事产品召回范围： 1.批次为ZL2HZF和ZL2HZZ，UPC代码均为300871214415（批次可以通过罐子底部的数字来识别）； 2.保质期为2024年3月1日。 经海关核查，该产品没有对中国市场销售，暂未发现涉事产品通过跨境电商渠道进口。 海关总署提醒消费者： 1.暂不通过任何渠道购买上述批次的婴儿配方奶粉。 2.如有任何方式（如：赠予、携带）获得相关批次婴儿配方奶粉的，请立即停止食用，与原获取渠道联系退货事宜。 转自央视网 来源：安徽交通广播,https://www.sohu.com/a/646087109_162758?scm=1103.plate:525:0.0.1_3_1024041740945920000.0,109728,2023-02-25 08:42
备孕，一定要戒烟酒咖啡?,对于广大备孕人群来说，吸烟、喝酒、喝咖啡已经成为很多人日常的“小习惯”，往往很难摆脱掉。伴随这些“小爱好”“小习惯”的生活方式会不会给备孕带来影响？我们到底需不需要戒掉这些习惯？  一、吸 烟烟草对于人类健康各个方面的不良影响，几乎已经是共识了。吸烟对不孕女性和孕产妇均有着严重的危害。吸烟会造成卵子-胚胎质量下降、胚胎种植率下降、临床妊娠率、活产率约下降为不吸烟者的一半、自然流产率为不吸烟者的2倍；宫外孕几率比不吸烟者高出了15倍。如果曾经吸过烟，后来戒掉了总比不戒强——曾经吸烟人群妊娠的结局，还是要好于现在仍在吸烟的女性。至于在治疗前需要空出几个月的“戒断期”，目前没有定论，戒烟还是越早越好！所以，对正在备孕的女性而言，最好的选择是立即戒烟。值得注意的是，除了自己不抽烟，还需尽量避免接触“二手烟”的环境。  二、饮 酒针对孕妇饮酒的研究已经非常全面了——怀孕之后仍然喝酒，对胎儿的发育会带来明显的坏处——因此，一旦患者开始备孕或进入准备试管婴儿的流程，在整个治疗过程中，以及成功后的整个怀孕期间，“戒酒”应当是一个非常严肃而重要的建议。  三、喝咖啡咖啡作为一种日常饮品，已经与城市生活密不可分。很大一部分人群，可能会视酒精、烟草为洪水猛兽，但对待咖啡因，则会相对温柔得多。因为目前而言，很少有可信可靠的研究证明咖啡因对人体健康的严重不良作用。至今已有不少相关研究得出的结论是：少量、中等的咖啡因摄入，并不会对妊娠结局带来不利影响。至于“适中的摄入量”是多少呢？我们的推荐是：正在备孕的妇女、以及孕妇，每日咖啡因的摄入量应小于200mg。 作为参考，现在大多咖啡连锁店中的一杯大杯美式咖啡的咖啡因含量约为225mg左右。因此，备孕期及孕期女性，每天一杯大杯的咖啡（略过量），就不要再多了。综上所述，对于备孕女性，戒烟戒酒是必须的。至于咖啡，每天饮用不超过200mg咖啡因含量的咖啡即可。 （via 北京宣武医院）  来源：北京12320在聆听,https://www.sohu.com/a/646111991_162758?scm=1103.plate:525:0.0.1_3_1024041740945920000.0,70544,2023-02-25 09:31
news_title,news_content,news_url,news_fever,news_time
下次假期还有多久？清明不调休，只休一天,来源：北京日报客户端 实习记者 高悦 流程编辑：u028,https://www.sohu.com/a/646202122_114988?edtsign=EF772DD92D73E06F9B8ACC02D57D312FDDD498ED&amp;edtcode=U4yDubwcMLe4IdRtJnY%2B3Q%3D%3D&amp;scm=1103.plate:280:0.0.1_1.0,128051,2023-02-25 13:21
国台办：公安机关对洪政军、孔祥志依法作出稳妥处理,【环球网报道】国台办发言人朱凤莲答记者问 问：据悉，台南学甲88枪案犯罪嫌疑人洪政军、孔祥志已被遣返回台，请予证实。 答: 2023年1月，台湾居民洪政军、孔祥志因非法进入大陆被公安机关抓获。为打击犯罪，保障两岸人民生命财产安全，维护两岸交流秩序，公安机关对洪政军，孔祥志依法作出稳妥处理。,https://www.sohu.com/a/646259188_162522?edtsign=6C4D6F0AA8DEEEBB522BAA8680EC8E22060BBA9F&amp;edtcode=U4yDubwcMLe4IdRtJnY%2B3Q%3D%3D&amp;scm=1103.plate:280:0.0.1_1.0,89250,2023-02-25 16:51
原中央候补委员被提起公诉，曾在中央巡视后被免职，涉嫌这一不寻常罪名, 落马整整1年后，湖北省原副省长曹广晶被检察机关提起公诉。 据最高检2月25日消息，曹广晶涉嫌受贿、泄露内幕信息案由国家监委、徐州市公安局分别调查、侦查终结，经最高检指定，由徐州市检察院审查起诉。近日，徐州市检察院已向徐州市中级法院提起公诉。 这一指控不寻常 检察机关的通报，披露了一些不寻常的信息。 曹广晶在接受审查起诉前除了接受国家监委调查外，还接受了徐州市公安局的侦查，这在以往落马官员的案件办理过程中并不多见。公安机关对曹广晶开展侦查的原因，则是其涉嫌泄露内幕信息罪。 根据检察机关起诉指控，曹广晶作为内幕信息知情人员，在内幕信息尚未公开前，泄露给他人，致使他人从事与该内幕信息有关的股票交易，情节特别严重。 根据《刑法》，内幕交易、泄露内幕信息罪是指证券、期货交易内幕信息的知情人员或者非法获取证券、期货交易内幕信息的人员，在涉及证券的发行，证券、期货交易或者其他对证券、期货交易价格有重大影响的信息尚未公开前，买入或者卖出证券，或者从事与该内幕信息有关的期货交易，或者泄露该信息，或者明示、暗示他人从事上述交易活动，情节严重的行为。 在以往落马的“老虎”中，犯泄露内幕信息罪的并不多，内蒙古自治区政府原副主席白向群是其中一个。2019年10月，白向群因受贿罪，贪污罪，内幕交易、泄露内幕信息罪获刑16年，他曾于2010年10月初、2011年8月及2015年2月，从相关股票内幕信息知情人员处非法获取内幕信息，并在内幕信息敏感期内筹措资金并指使他人用多个亲友账户买入上述股票，或者明示、暗示他人买入该股票，非法获利1717万余元；同时泄露上述内幕信息给他人，导致他人在内幕信息敏感期内买入上述股票，非法获利4052万余元。 曾在中央巡视后被免职 去年2月24日晚，曹广晶落马，成为农历虎年第二“虎”。他曾长期在水利系统任职，2014年转任湖北省副省长，8年后在任上被查。  曹广晶出生于1964年3月，山东邹平人，不仅是管理学博士，还是教授级高级工程师，享受国务院政府特殊津贴。他还是十八届中央候补委员。 1985年从华东水利学院（现更名为河海大学）水港系港口及航道工程专业毕业后，曹广晶进入三峡工程开发总公司筹建处，此后历任工程技术部技术处副处长、处长，工程建设部厂坝项目部副主任等职。2002年，曹广晶升任三峡工程开发总公司（2009年更名为中国长江三峡集团公司）副总经理，并于2010年任董事长、党组书记。他的腐败行为就开始于担任集团领导期间。 根据检察机关起诉指控，曹广晶利用担任原三峡工程开发总公司副总经理、原三峡集团副总经理、原三峡集团董事长、湖北省人副省长等职务上的便利，为他人谋取利益，利用职权或者地位形成的便利条件，通过其他国家工作人员职务上的行为，为他人谋取不正当利益，非法收受他人财物，数额特别巨大。 在三峡集团期间，曹广晶获得了不少荣誉，如2001年获国务院颁发的政府特殊津贴，被评为2003年度十大科技新闻人物，获“第十四届全国十大杰出青年提名奖”等。同时，他还有多项社会兼职在身，基本都与水电领域相关，包括水电建设管理专业委员会副主任委员，中国水力发电工程学会副理事长、水利学会副理事长，中国投资协会副理事长，中国安全生产协会副会长，长江技术经济学会副会长，中国国际经济贸易仲裁委员会仲裁员，以及华中科技大学、河海大学、英国杜伦大学兼职教授等。 2008年，时任三峡工程开发总公司副总经理的曹广晶还作为北京奥运会圣火传递的火炬手，在三峡大坝上完成了三峡坝区传递的最后一棒。当时的报道中提到，曹广晶“在三峡工程建设工地一待就是18年，他见证了三峡工程论证、规划和建设全过程；他把生命中最好的时光献给了中华民族的伟大治水工程；在二期混凝土浇筑的3年高峰期，他没有见过母亲一面”。 不过在曹广晶执掌三峡集团期间，集团屡次被披露存在“违规资金管理”“移民款项被挪用”“消费管理制度不完善”等财务问题。2013年10月29日至12月30日，中央第九巡视组对三峡集团公司进行了巡视，次年2月17日，巡视组向三峡集团公司领导班子反馈巡视情况时指出，一些领导人员亲友插手工程建设，招投标暗箱操作，有的领导人员违规占有多套住房等问题，还存在办公用房面积过大、公务消费铺张浪费等现象。一个月后，三峡集团召开干部大会，宣布免去曹广晶董事长、党组书记职务，另有任用。后来消息传出，曹广晶已任湖北省政府党组成员。 被指“既想当官又想发财” 就在曹广晶去年落马的当天，他的名字还出现在媒体报道中：2月23日参加了湖北省委网络安全和信息化委员会会议。 去年9月，曹广晶被“双开”，通报显示，曹广晶涉及多项违纪违法行为： 丧失理想信念，背弃初心使命，结交“政治骗子”，搞政治投机，对党不忠诚不老实，处心积虑对抗组织审查，搞迷信活动； 违反中央八项规定精神，违规收受礼金，接受可能影响公正执行公务的宴请和旅游安排； 不按规定报告个人有关事项，在组织函询时不如实说明问题，在干部选拔任用、职工录用工作中违规为他人谋利； 违规从事营利活动，搞权色、钱色交易；违规干预和插手司法活动； 贪欲膨胀，既想当官又想发财，把手中权力异化为谋取私利的工具，利用职务便利为他人在企业经营、工程承揽等方面提供帮助，并非法收受巨额财物。 通报指出，曹广晶严重违反党的政治纪律、组织纪律、廉洁纪律、工作纪律和生活纪律，构成严重职务违法并涉嫌受贿犯罪，且在党的十八大后不收敛、不收手，性质严重，影响恶劣，应予严肃处理。 近年来，像曹广晶一样被指结交“政治骗子”的“老虎”，还有辽宁省政协原党组副书记、副主席刘国强，全国政协社会和法制委员会原副主任傅政华，山西省原副省长、公安厅原厅长刘新云等。 就在不久前，曹广晶还曾被中纪委“点名”。2023年元旦前夕，中纪委公开通报十起违反中央八项规定精神典型问题，其中第一起就是曹广晶违规收受礼金，违规公款吃喝，接受可能影响公正执行公务的宴请和旅游安排问题。通报显示，2013年至2022年，曹广晶先后收受礼金共计75.8万元，其中多次发生在春节期间；2次在某国有企业内部食堂公款吃喝，相关费用由该企业支付；2次接受私营企业主安排的宴请；与家人接受私营企业主安排，赴湖南、贵州等地旅游，住宿、餐饮等费用均由私营企业主支付。,https://www.sohu.com/a/646262618_121332532?edtsign=3D3C7779D7DB6C2B06892DAF10B135B129749396&amp;edtcode=U4yDubwcMLe4IdRtJnY%2B3Q%3D%3D&amp;scm=1103.plate:280:0.0.1_1.0,9354,2023-02-25 17:03
小七开擂！你C你上啊！,巅峰第一法王斗鱼 小七真的C 开启中路对决 今晚20点  他将对阵8位通过层层筛选的高分水友 水友若使用小七招牌火舞/貂蝉solo则奖励翻倍！ 下周一晚20点 他还将对阵小楠、小小娥等巅峰技术主播 届时eStarPro清融和DL丶拖米  将加入连麦激情解说 还会和小七再度上演solo对决！ 这一次，小七能否成功守擂 延续中路荣光？ 前来打擂的选手 你又更看好谁呢？,https://www.sohu.com/a/646291426_515611?scm=1102.xchannel:1065:110036.0.1.0~9010.8000.0.0.681,1184,2023-02-25 18:00
国家医保局有关司负责人就职工医保门诊共济保障机制改革相关问题答记者问,据国家医保局网站2月25日消息，近日，一些地方推进职工医保门诊共济保障机制改革，引发部分群众关注。部分群众对改革后职工医保个人账户划入减少有疑问，对改革后看病就医便利性有顾虑。针对此次改革中社会普遍关心的问题，国家医疗保障局有关司负责人回答了记者提问。 问题1：此次改革的背景是什么？ 答：我国职工医保制度于1998年建立，实行社会统筹和个人账户相结合的保障模式。具体而言，就是由单位和职工个人共同缴费。单位缴费的一部分和职工个人缴费的全部，划入个人账户，主要用于保障普通门诊和购药费用。单位缴费的另一部分形成统筹基金，主要用于保障参保职工住院费用。这个制度在当时特定历史时期中发挥了重要作用，但随着20多年来经济社会的巨大变化，个人账户风险自担、自我保障门诊费用的方式，已越来越难以满足保障群众健康的需要，具体表现在“三个不适应”。 一是不适应日益慢性病化的疾病谱。职工医保建立20多年来，我国疾病谱已发生了巨大变化，慢性病已成为影响我国居民健康的主要疾病。全国居民因慢性病导致的死亡人数占总死亡人数的比例超过85%，导致的疾病负担占总疾病负担的70%以上。治疗慢性病最有效的方式，就是通过门诊早诊早治、健康管理，避免小病拖成大病，有效减轻群众病痛和经济负担。原有制度安排中，以个人账户保障普通门诊费用的方式难以满足现实需求。 二是不适应医疗技术的飞速进步。随着医疗技术的发展，门诊可提供的医疗服务范围大幅增加，服务功能明显加强。之前群众需要住院才能享受的诊疗服务，已越来越多地转变为门诊项目。过去必须通过住院才能开展的检查检验及部分手术项目，现在通过门诊就可以解决，门诊服务量快速增长。2001年到2021年，全国医疗机构门急诊人次数从19.5亿次增至80.4亿次，增长了312%。个人账户有限的资金积累，难以适应参保人对门诊需求的大幅增长。 三是不适应我国老龄化发展趋势。2001年我国就已进入老龄化社会，较其他国家，我国老龄化速度更快、老龄人口占比更大。2001年至2021年，全国65岁及以上老年人口从9062万快速增长至2.05亿，占总人口的比重从7.1%攀升至14.2%。据测算，2035年左右，我国60岁及以上老年人口将突破4亿，在总人口中的占比将超过30%，进入重度老龄化阶段。老年人随着年龄增加，患病概率更高，而且往往易患多种慢性病，门诊就医频次、就医费用都显著高于中青年。2021年，退休人员人均门诊就诊次数是在职职工的2.17倍，门诊次均费用是在职职工的1.15倍。但原有制度对门诊保障力度不足，老年人小病时不舍得花钱治疗，小病拖成大病，最终不得不住院治疗的现象不在少数。这既增加了老年人身心痛苦，也增加了家人的照护负担，还导致花费了更多费用。 基于上述原因，群众要求报销普通门诊费用的呼声越来越高。为此，国家医保局从2018年开始谋划改革工作，经过反复论证、深入研究后，形成了初步改革方案，并于2020年8月通过中国政府网、国家医保局官方网站等平台向社会广泛公开征求了意见。2021年4月，国务院办公厅印发《关于建立健全职工基本医疗保险门诊共济保障机制的指导意见》（国办发〔2021〕14号，以下简称《指导意见》），改革正式启动。 问题2：此次改革可为参保人带来哪些获益？ 答：此次改革，将在以下三方面给参保人带来获益。 一是“增”，让大部分地区实现普通门诊报销从无到有的转变。通俗来说，就是原来职工医保参保人看普通门诊不报销的地区，改革后可以报销；原来看普通门诊可以报销的地区，报销额度进一步提升。第一，除了药品费用可以报销外，符合规定的检查、检验、治疗等费用也可以报销。第二，部分治疗周期长、对健康损害大、费用负担重的疾病门诊费用将被纳入普通门诊报销，并享受更高的报销比例和额度。第三，符合条件的定点零售药店提供的用药保障服务，也被纳入门诊报销范围。 二是“优”，通过优化医疗资源配置一定程度缓解“住院难”问题。改革前，由于普通门诊保障不足，“无指征住院”“挂床住院”“小病住院”等不合理的医疗行为频发。改革后，参保人在普通门诊就能享受报销，一定程度上能够降低此前居高不下的住院率，减轻大医院病床周转的压力，促进医疗资源合理配置，把优质医疗资源留给真正需要的病人。 三是“拓”，将个人账户使用范围由参保人本人拓展到家庭成员。改革前，个人账户按规定只能由参保职工本人使用，家庭成员生病时不能使用亲属的个人账户。本次改革在三方面拓展了个人账户使用范围：第一，可以支付配偶、父母、子女在定点医疗机构就医时发生的由个人负担的医疗费用；第二，可以支付配偶、父母、子女在定点零售药店购买药品、医疗器械、医用耗材发生的由个人负担的费用；第三，部分地区可以支付配偶、父母、子女参加城乡居民基本医疗保险等的个人缴费。 问题3：此次改革的具体路径是什么？改革后，参保人个人账户里面的结余受影响吗？ 答：本次改革，是在不增加社会和个人额外负担的前提下，建立职工医保普通门诊统筹报销机制，并通过调减单位缴费和统筹基金划入个人账户的比例，为普通门诊报销提供资金支持。改革明确要求，资金平移后全部用于门诊统筹报销，以满足广大参保人特别是退休人员对报销普通门诊费用的需求，简单来说就是“待遇置换，资金平移”。 关于个人账户划入方式的调整，《指导意见》有明确设计。具体而言，主要有3个“不变”和2个“调整”。 3个“不变”。第一，个人账户结余的归属不变。个人账户的本金和利息，无论是改革前的历史结余，还是改革后新划入形成的结余，都仍然归个人所有，都仍然可以结转使用和继承。第二，在职职工个人缴费的比例、流向不变。在职职工个人医保缴费仍然全额划入个人账户。第三，退休人员不缴费的政策不变。退休人员仍然不需缴费，个人账户资金仍然由医保统筹基金划入。 2个“调整”，是指按照不同方法，分别调整在职职工、退休职工的个人账户划入方式。第一，对于在职职工，改革前，个人账户的资金来源由单位缴费的一部分和个人缴费共同组成；改革后，个人缴费依然全部划入个人账户，原来单位缴费划入个人账户的部分，划入统筹基金。第二，对于退休人员，改革前，大部分地方每月划入个人账户的资金为“个人养老金实际发放数×划入标准”；改革后，划入个人账户的资金为“本统筹地区实施改革当年基本养老金平均水平×划入标准”，其中，改革后的划入标准比改革前有所降低。 此次改革的核心，是用调整个人账户的划入方式，来“置换”普通门诊统筹报销。改革涉及利益调整，不少参保人划入个人账户的资金会有不同程度的减少。特别是考虑到我国各地区域间发展不平衡，医保政策存在一定差异，我们一直坚持稳步推进，努力处理好改革前后的政策衔接，逐步实现改革目标。 问题4：本次改革在济病济困方面有什么考虑？ 答：为了发挥普通门诊报销济病济困作用，防止因病致贫、因病返贫现象的发生，我们在本次改革中，也考虑了群众实际困难并予以倾斜。 一是注重向患病群众倾斜。改革前，职工门诊就医主要依靠个人账户保障，风险自担、费用自付。对于健康人群而言，个人账户往往用不完，形成资金沉淀；对于患病多的群体而言，个人账户又常常不够用，影响了就医诊疗。改革建立门诊统筹报销，将推动医保基金更多用于患病多的人群。 二是注重向老年群体倾斜。改革明确要求，各地设计报销政策时，针对退休人员要在“一低两高”方面有所安排，即报销“起付线”比在职职工更低、报销比例比在职职工更高、报销“封顶线”比在职职工更高。目前，已开展改革的各统筹地区基本都明确了退休职工享受更高的报销待遇，以更好保障老年人健康权益。 此外，考虑到许多参保人特别是退休人员在基层医疗机构就诊取药比较方便，改革要求在门诊报销待遇方面对基层医疗机构给予倾斜，并将符合条件的定点零售药店提供的用药保障纳入报销范围，方便群众在家门口就医购药。 问题5：为解决门诊费用高的问题，除了此次开展的改革，国家医保局还开展了哪些工作？ 答：要减轻群众反映强烈的普通门诊费用负担，不仅需要建立普通门诊报销机制，而且需要一系列系统性改革相互支撑。国家医保局自2018年组建以来，推出一系列惠民举措，为本次改革提供了有效支撑。 一是降低药品价格。国家组织开展294种药品集中带量采购，一批高血压、冠心病、糖尿病等门诊常见病、慢性病用药平均降价超过50%。得益于大幅降价，患者使用高质量药品的比例从集采前的50%上升到90%以上。同时，每年按“价同效优、效同价宜”原则动态调整医保目录，累计新增618种药品报销，其中341种药品通过“灵魂砍价”平均降价超过50%，保障更多患者用上了过去用不起、买不到的新药好药。 二是优化医保服务。在持续优化异地住院费用直接结算的基础上，不断扩大异地门诊费用直接结算范围，2022年全国门诊费用跨省直接结算惠及3243.56万人次。优化规范长期处方管理，满足慢性病患者长期用药需求，一次就医可开具的处方量最长达12周。 三是加强医药价格费用的监管。持续纠治群众反映强烈的“小病大治”、多收费、乱收费、价格失信等危害群众利益行为。2018年以来，累计处理医疗机构154.3万家次，曝光典型案例24.5万件，积极促进医疗服务行为规范，努力让群众享受质优价宜的医药服务。 本次改革后，随着医保管理服务向门诊领域进一步延伸，上述各项惠民机制将在普通门诊统筹这一新的平台进一步发挥系统集成作用，为改革提供有力支持，以增进参保职工的健康福祉。 问题6：目前，各地推进改革落实的情况如何？ 答：目前，全国已有99%的统筹地区开展了普通门诊统筹。2022年，普通门诊统筹减轻职工就医负担1086亿元。2023年以来，全国定点医疗机构已实现普通门诊统筹结算4.41亿人次，日均结算超过780万人次，完成结算金额462.4亿元。通过“待遇置换、资金平移”，改革的效果逐步显现。 当然，由于各统筹地区经济社会发展不平衡，推进改革也存在不平衡，有的地方改革红利还没有充分释放。对此，我们将指导各地持续优化完善配套措施，确保实现预期目标。 一是将更多定点零售药店纳入门诊报销范围。有群众反映，改革后虽然普通门诊费用能报销，但对于习惯在药店购药的患者来说，购药报销不方便。对此，国家医保局近期印发《关于进一步做好定点零售药店纳入门诊统筹管理的通知》（医保办发〔2023〕4号，以下简称《通知》）明确，参保人凭定点医药机构处方在定点零售药店购买医保目录内药品，可由统筹基金按规定报销。《通知》还要求各地加大力度，实现定点医疗机构电子处方顺畅流转到定点零售药店，方便参保人凭处方开药。2023年以来，全国已有2962万人次在定点零售药店实现结算，结算金额14.34亿元，职工参保人在药店次均报销48.41元。 二是推动基层医疗机构配备更多药品。有群众担心，基层医疗机构的药品配备不足，无法在一、二级医疗机构买到自己需要的药品。对此，国家医保局将加强部门协同，联合有关部门不断完善政策，支持基层医疗服务体系的建设，优化医疗资源配置，完善家庭医生签约服务，督促基层医疗机构加强药品配备等，努力让群众就近享受医疗服务。 三是提供更加优质的医保便民服务。有群众呼吁，希望进一步提升医保便民化服务，让群众办事“少跑腿”。对此，国家医保局积极推进“互联网+医保”服务，推动医保电子凭证就医购药全流程应用、扩大医保移动支付接入范围，让参保人通过手机就能完成挂号就诊、医保结算、参保信息查询、异地就医备案等相关服务。 群众有所呼，医保有所应。国家医保局将继续指导各地医保部门持续落实改革部署，认真倾听群众呼声，定期评估改革落地情况，根据本地经济社会发展水平和群众就医需求，研究优化门诊报销比例、“起付线”和“封顶线”等政策，不断细化配套措施，优化管理服务，提高保障水平，努力提升人民群众的获得感、幸福感、安全感。,https://www.sohu.com/a/646211426_313745?edtsign=2BC8DD9D7DDC9E1BC80965A959294C20112B8B5F&amp;edtcode=U4yDubwcMLe4IdRtJnY%2B3Q%3D%3D&amp;scm=1103.plate:280:0.0.1_1.0,1147780,2023-02-25 13:36
热巴被曝悄悄出国，知情人称黄景瑜秘密陪同，名为工作实为生娃？,网友们也扒出了一些疑似黄景瑜和张艺上在一起的证据。 有人晒出照片，称自己偶遇黄景瑜在无印良品买睡衣，结果第二天早晨张艺上就穿着睡衣在王雨馨家自拍。,https://www.sohu.com/a/646084892_413670?scm=1103.plate:544:0.0.1_1.0,970319,2023-02-25 08:41
外媒：法德领导人告诉乌克兰总统需要考虑和谈，泽连斯基拒绝了,看看新闻Knews 消息，美国《华尔街日报》24日援引官员消息爆料，为了鼓励乌克兰与俄罗斯进行谈判，英国提议在冲突结束后向基辅提供更多武器和安全保障，而法德两国支持有关提议，并已建议乌克兰总统泽连斯基进行和谈，但被后者拒绝了。  据接受《华尔街日报》采访的官员透露，尽管法国总统马克龙公开呼吁“发动军事攻势，让俄罗斯前线后撤，为恢复谈判开辟道路”，但他私下建议泽连斯基做出“艰难的决定”。 根据《华尔街日报》的爆料，作为鼓励泽连斯基的一种方式，英国首相苏纳克上周制定了一项协议蓝图，该协议将使乌克兰在冲突结束后能够通过更广泛渠道获得先进的军事装备、武器和弹药以进行自卫。苏纳克表示，该计划应该列入今年7月北约峰会议程中。 一位不愿透露姓名的英国官员告诉《华尔街日报》，“北约峰会必须向乌克兰提出明确的建议，同时也是为了让泽连斯基在国内取得政治上的胜利，让他可以以此作为谈判的动力。”报道继续说，法国和德国匿名官员透露，两国都支持有关提议，并认为这是“增强乌克兰信心”的一种方式，以此激励乌克兰开始与俄罗斯谈判。 不过报道提到，泽连斯基仍拒绝与莫斯科进行任何谈判。另据美国有线电视新闻网（CNN）消息，泽连斯基当天被记者提问，如果俄罗斯总统普京来到谈判桌前，他是否会加入由土耳其斡旋的谈判，泽连斯基回答称，“我不接受。”泽连斯基还解释他无法再与俄领导人谈判的原因，“不是同一个人了。（谈判桌上）没人可以谈了。” 俄罗斯副外长韦尔希宁本月11日曾表示，俄罗斯已准备好与乌克兰进行无条件谈判。韦尔希宁称，此前在白俄罗斯和土耳其举行的俄乌谈判均因乌方原因中断。他还表示，是否与俄方进行谈判并非由乌方决定，而“首先是由华盛顿和布鲁塞尔决定”。 原标题：视频 | 法德领导人劝乌总统考虑和谈泽连斯基拒绝了！ 编辑：周自力 责编：张松涛 审核：冯飞,https://www.sohu.com/a/646253192_120388781?edtsign=9C07BC8FAA37BF6765AEF7D32FEEB7FB28117F0F&amp;edtcode=U4yDubwcMLe4IdRtJnY%2B3Q%3D%3D&amp;scm=1103.plate:280:0.0.1_1.0,10372,2023-02-25 16:13
世卫：密切关注柬埔寨人感染禽流感病例，疫情传播令人担忧, 柬埔寨一名11岁女孩感染H5N1禽流感死亡后，已出现越来越多的人类感染H5N1禽流感的报告。  据路透社报道，柬埔寨官方星期三（2月22日）报告一名女童死于禽流感，这也是柬埔寨九年来首起人感染禽流感病例。柬埔寨卫生部对女孩的父亲也做了检测，结果呈阳性，令人担心该病毒可能会在人与人之间传播。  世卫组织传染病危害管理部门主管布莱恩德（Sylvie Briand）24日表示，他们正与柬埔寨就这两例病例保持密切联系，并跟进曾接触该女孩的12名密切接触者的检测情况。  在普通情况下，出现人类感染H5N1禽流感实属罕见，一般是因为感染者与染疫鸟类直接接触。据报，在这名女孩所在村庄附近的河流中，发现了野鸟的尸体。  布莱恩德指出：“由于H5N1病毒在世界各地的禽类中广泛传播，以及包括人类在内的哺乳动物感染病例不断增加，全球H5N1的传播情况令人担忧……但截至目前，要对H5N1禽流感究竟是人传人，还是暴露在相同环境中传播下定论还为时过早。”  2021年底以来的这一波H5N1疫情是全球暴发过最严重的一波禽流感，已导致数亿只家禽被扑杀，大量野生鸟类死亡。去年11月，西班牙科学家首次发现H5N1病毒在当地的水貂中传播，这是首次发现禽流感病毒在哺乳动物中传播。,https://www.sohu.com/a/646134034_260616?edtsign=842813EC50D409F48C89ADA7F0382CE914E39040&amp;edtcode=U4yDubwcMLe4IdRtJnY%2B3Q%3D%3D&amp;scm=1103.plate:280:0.0.1_1.0,310551,2023-02-25 10:24
全国人大常委会：军队战时可调整适用《刑事诉讼法》部分规定,据新华社北京2月24日电  全国人民代表大会常务委员会关于军队战时调整适用《中华人民共和国刑事诉讼法》部分规定的决定 （2023年2月24日第十三届全国人民代表大会常务委员会第三十九次会议通过） 为贯彻落实党的二十大精神，完善中国特色军事法治体系，从法律制度上保障人民军队有效履行新时代使命任务、提高打赢能力，第十三届全国人民代表大会常务委员会第三十九次会议决定：军队战时开展刑事诉讼活动，遵循《中华人民共和国刑法》、《中华人民共和国刑事诉讼法》确定的基本原则、基本制度、基本程序，适应战时刑事诉讼特点，保障诉讼当事人合法权益，维护司法公平正义，可以调整适用《中华人民共和国刑事诉讼法》关于管辖、辩护与代理、强制措施、立案、侦查、起诉、审判、执行等部分具体规定。具体由中央军事委员会规定。 本决定自2023年2月25日起施行。 编辑 艾峥,https://www.sohu.com/a/646073283_114988?edtsign=67F7AF2A2F14E4CA91ACE1799E80150703203D13&amp;edtcode=U4yDubwcMLe4IdRtJnY%2B3Q%3D%3D&amp;scm=1103.plate:280:0.0.1_1.0,801617,2023-02-25 07:07
